ES23,0.403790275,	
ES24,0.37039719,	
ES30,0.416186033,	
ES41,0.348108603,	
ES42,0.319191499,	
ES43,0.373898637,	
ES51,0.394539197,	
ES52,0.372636846,	
ES53,0.338293817,	
ES61,0.361008128,	
ES62,0.317782877,	
FI19,0.40631384,	
FI1B,0.401098202,	
FI1C,0.417430327,	
FI1D,0.472655826,	
FI20,0.56707682,	
FR10,0.273825359,	
FR21,0.276439606,	
FR22,0.203241925,	
FR23,0.229311279,	
FR24,0.316137952,	
FR25,0.345065557,	
FR26,0.324825446,	
FR30,0.280684282,	
FR41,0.342078837,	
FR42,0.407934727,	
FR43,0.373622666,	
FR51,0.258160224,	
FR52,0.208327674,	
FR53,0.222662985,	
FR61,0.343707512,	
FR62,0.338886041,	
FR63,0.405069536,	
FR71,0.402398495,	
FR72,0.458365773,	
FR81,0.452368855,	
FR82,0.484159834,	
FR83,0.573348835,	
GR11,0.407469397,	
GR12,0.378227499,	
GR13,0.376010268,	
GR14,0.405240654,	
GR21,0.53370505,	
GR22,0.4145744,	
GR23,0.379687428,	
GR24,0.373793101,	
GR25,0.369566273,	
GR30,0.359983725,	
GR41,0.486698983,	
GR42,0.510172048,	
GR43,0.407979035,	
HR03,0.43120941,	
HR04,0.32245145,	
HU,0.297350119,	
HU10,0.298069998,	
HU21,0.295166461,	
HU22,0.305193739,	
HU23,0.282214091,	
HU31,0.391134217,	
HU32,0.274059922,	
HU33,0.249391055,	
IE01,0.309819146,	
IE02,0.277721453,	
ITC1,0.319990813,	
ITC2,0.465895296,	
ITC3,0.456002956,	
ITC4,0.28864459,	
ITF1,0.409961034,	
ITF2,0.332558755,	
ITF3,0.402112616,	
ITF4,0.249283664,	
ITF5,0.306818764,	
ITF6,0.375844569,	
ITG1,0.27718107,	
ITG2,0.342893533,	
ITH1,0.440010532,	
ITH2,0.453897138,	
ITH3,0.278097363,	
ITH4,0.327708402,	
ITH5,0.243784816,	
ITI1,0.333607171,	
ITI2,0.304598201,	
ITI3,0.281457859,	
ITI4,0.342181316,	
LT00,0.315334914,	
LU00,0.345671206,	
LV00,0.392275197,	
MT00,0.247511184,	
NL11,0.193028442,	
NL12,0.323806992,	
NL13,0.254772666,	
NL21,0.279580298,	
NL22,0.343846751,	
NL23,0.207182043,	
NL31,0.285129291,	
NL32,0.285222173,	
NL33,0.240077049,	
NL34,0.20743107,	
NL41,0.213694151,	
NL42,0.220000806,	
PL11,0.228719426,	
PL12,0.264488758,	
PL21,0.320484834,	
PL22,0.341482863,	
PL31,0.285173291,	
PL32,0.3630376,	
PL33,0.275412118,	
PL34,0.354535191,	
PL41,0.290741181,	
PL42,0.40219759,	
PL43,0.38826263,	
PL51,0.309073833,	
PL52,0.247674866,	
PL61,0.300302373,	
PL62,0.367292998,	
PL63,0.356471543,	
PT11,0.392395953,	
PT15,0.457935335,	
PT16,0.37253051,	
PT17,0.316299235,	
PT18,0.353623687,	
RO11,0.305263246,	
RO12,0.397053704,	
RO21,0.254062926,	
RO22,0.268148761,	
RO31,0.218383857,	
RO32,0.192446216,	
RO41,0.28732725,	
RO42,0.305902794,	
SE11,0.452705458,	
SE12,0.410377459,	
SE21,0.441055387,	
SE22,0.329224083,	
SE23,0.391939264,	
SE31,0.404967102,	
SE32,0.417236294,	
SE33,0.457991501,	
SI01,0.434373816,	
SI02,0.482686983,	
SK01,0.388368,	
SK02,0.290453301,	
SK03,0.46801134,	
SK04,0.437002187,	
UKC1,0.28488509,	
UKC2,0.281635087,	
UKD1,0.346474959,	
UKD3,0.207840299,	
UKD4,0.284331488,	
UKD6,0.225768917,	
UKD7,0.204522907,	
UKE1,0.150482734,	
UKE2,0.272007525,	
UKE3,0.217253641,	
UKE4,0.242645193,	
UKF1,0.224402192,	
UKF2,0.179858012,	
UKF3,0.133051525,	
UKG1,0.177047862,	
UKG2,0.218312325,	
UKG3,0.136703583,	
UKH1,0.182054074,	
UKH2,0.172615031,	
UKH3,0.182369061,	
UKI1,0.142351125,	
UKI2,0.177279486,	
UKJ1,0.193609908,	
UKJ2,0.259726924,	
UKJ3,0.257120003,	
UKJ4,0.220725683,	
UKK1,0.212893244,	
UKK2,0.245707325,	
UKK3,0.255387182,	
UKK4,0.278121067,	
UKL1,0.338177157,	
UKL2,0.298607423,	
UKM2,0.315132457,	
UKM3,0.347271243,	
UKM5,0.28110394,	
UKM6,0.423862063,	
UKN0,0.299502943,	
